credit,credit_URL,image/url,image/title,image/link,suggested_pickup,suggested_pickup_period,location,station_id,latitude,longitude,observation_time,observation_time_rfc822,weather,temperature_string,temp_f,temp_c,relative_humidity,wind_string,wind_dir,wind_degrees,wind_mph,wind_kt,pressure_string,pressure_mb,pressure_in,dewpoint_string,dewpoint_f,dewpoint_c,heat_index_string,heat_index_f,heat_index_c,visibility_mi,icon_url_base,two_day_history_url,icon_url_name,ob_url,disclaimer_url,copyright_url,privacy_policy_url,_xmlns:xsd,_xmlns:xsi,_version,_xsi:noNamespaceSchemaLocation
NOAA's National Weather Service,https://weather.gov/,http://forecast.weather.gov/images/xml_badge.png,NOAA's National Weather Service,https://www.weather.gov,15 minutes after the hour,60,"Kahului, Kahului Airport, HI",PHOG,20.8925,-156.43694,"Last Update on Feb 4 2026, 9:54 am HST","Wed, 04 Feb 2026 09:54:00 -1000",Fair,77.0 F (25.0 C),77,25,50,Northeast at 11.5 MPH (10 KT),Northeast,30,11.5,10,1020.5 mb,1020.5,30.12,57.0 F (13.9 C),57,13.9,79 F (26 C),79,26,10,http://forecast.weather.gov/images/wtf/small/,http://forecast.weather.gov/data/obhistory/PHOG.html,skc.png,http://forecast.weather.gov/data/METAR/PHOG.1.txt,https://www.weather.gov/disclaimer.html,https://www.weather.gov/disclaimer.html,https://www.weather.gov/notice.html,http://www.w3.org/2001/XMLSchema,http://www.w3.org/2001/XMLSchema-instance,1,http://www.weather.gov/view/current_observation.xsd
