credit,credit_URL,image/url,image/title,image/link,suggested_pickup,suggested_pickup_period,location,station_id,latitude,longitude,observation_time,observation_time_rfc822,weather,temperature_string,temp_f,temp_c,relative_humidity,wind_string,wind_dir,wind_degrees,wind_mph,wind_kt,pressure_string,pressure_mb,pressure_in,dewpoint_string,dewpoint_f,dewpoint_c,visibility_mi,icon_url_base,two_day_history_url,icon_url_name,ob_url,disclaimer_url,copyright_url,privacy_policy_url,_xmlns:xsd,_xmlns:xsi,_version,_xsi:noNamespaceSchemaLocation
NOAA's National Weather Service,https://weather.gov/,http://forecast.weather.gov/images/xml_badge.png,NOAA's National Weather Service,https://www.weather.gov,15 minutes after the hour,60,"New York Downtown Manhattan, NY",KJRB,40.7012,-74.009,"Last Update on Feb 4 2026, 2:56 pm EST","Wed, 04 Feb 2026 14:56:00 -0500",Fair,37.0 F (2.8 C),37,2.8,37,calm,North,0,0,0,1022.3 mb,1022.3,30.19,12.9 F (-10.6 C),12.9,-10.6,10,http://forecast.weather.gov/images/wtf/small/,http://forecast.weather.gov/data/obhistory/KJRB.html,skc.png,http://forecast.weather.gov/data/METAR/KJRB.1.txt,https://www.weather.gov/disclaimer.html,https://www.weather.gov/disclaimer.html,https://www.weather.gov/notice.html,http://www.w3.org/2001/XMLSchema,http://www.w3.org/2001/XMLSchema-instance,1,http://www.weather.gov/view/current_observation.xsd
