credit,credit_URL,image/url,image/title,image/link,suggested_pickup,suggested_pickup_period,location,station_id,latitude,longitude,observation_time,observation_time_rfc822,weather,temperature_string,temp_f,temp_c,relative_humidity,wind_string,wind_dir,wind_degrees,wind_mph,wind_kt,pressure_string,pressure_mb,pressure_in,dewpoint_string,dewpoint_f,dewpoint_c,windchill_string,windchill_f,windchill_c,visibility_mi,icon_url_base,two_day_history_url,icon_url_name,ob_url,disclaimer_url,copyright_url,privacy_policy_url,_xmlns:xsd,_xmlns:xsi,_version,_xsi:noNamespaceSchemaLocation
NOAA's National Weather Service,https://weather.gov/,http://forecast.weather.gov/images/xml_badge.png,NOAA's National Weather Service,https://www.weather.gov,15 minutes after the hour,60,"Renton Municipal Airport, WA",KRNT,47.49509,-122.21437,"Last Update on Jan 27 2026, 3:53 pm PST","Tue, 27 Jan 2026 15:53:00 -0800",Fair,48.9 F (9.4 C),48.9,9.4,66,South at 9.2 MPH (8 KT),South,190,9.2,8,1018.4 mb,1018.4,30.06,37.9 F (3.3 C),37.9,3.3,45 F (7 C),45,7,10,http://forecast.weather.gov/images/wtf/small/,http://forecast.weather.gov/data/obhistory/KRNT.html,skc.png,http://forecast.weather.gov/data/METAR/KRNT.1.txt,https://www.weather.gov/disclaimer.html,https://www.weather.gov/disclaimer.html,https://www.weather.gov/notice.html,http://www.w3.org/2001/XMLSchema,http://www.w3.org/2001/XMLSchema-instance,1,http://www.weather.gov/view/current_observation.xsd
