credit,credit_URL,image/url,image/title,image/link,suggested_pickup,suggested_pickup_period,location,station_id,latitude,longitude,observation_time,observation_time_rfc822,weather,temperature_string,temp_f,temp_c,relative_humidity,wind_string,wind_dir,wind_degrees,wind_mph,wind_kt,pressure_string,pressure_mb,pressure_in,dewpoint_string,dewpoint_f,dewpoint_c,visibility_mi,icon_url_base,two_day_history_url,icon_url_name,ob_url,disclaimer_url,copyright_url,privacy_policy_url,_xmlns:xsd,_xmlns:xsi,_version,_xsi:noNamespaceSchemaLocation
NOAA's National Weather Service,https://weather.gov/,http://forecast.weather.gov/images/xml_badge.png,NOAA's National Weather Service,https://www.weather.gov,15 minutes after the hour,60,"Stampede Pass, WA",KSMP,47.27648,-121.33817,"Last Update on Feb 4 2026, 12:56 pm PST","Wed, 04 Feb 2026 12:56:00 -0800",Light Rain Fog,34.0 F (1.1 C),34,1.1,100,Northeast at 3.5 MPH (3 KT),Northeast,40,3.5,3,1092.4 mb,1092.4,30.41,34.0 F (1.1 C),34,1.1,0.5,http://forecast.weather.gov/images/wtf/small/,http://forecast.weather.gov/data/obhistory/KSMP.html,ra.png,http://forecast.weather.gov/data/METAR/KSMP.1.txt,https://www.weather.gov/disclaimer.html,https://www.weather.gov/disclaimer.html,https://www.weather.gov/notice.html,http://www.w3.org/2001/XMLSchema,http://www.w3.org/2001/XMLSchema-instance,1,http://www.weather.gov/view/current_observation.xsd
