credit,credit_URL,image/url,image/title,image/link,suggested_pickup,suggested_pickup_period,location,station_id,latitude,longitude,observation_time,observation_time_rfc822,weather,temperature_string,temp_f,temp_c,relative_humidity,wind_string,wind_dir,wind_degrees,wind_mph,wind_kt,pressure_string,pressure_mb,pressure_in,dewpoint_string,dewpoint_f,dewpoint_c,visibility_mi,icon_url_base,two_day_history_url,icon_url_name,ob_url,disclaimer_url,copyright_url,privacy_policy_url,_xmlns:xsd,_xmlns:xsi,_version,_xsi:noNamespaceSchemaLocation
NOAA's National Weather Service,https://weather.gov/,http://forecast.weather.gov/images/xml_badge.png,NOAA's National Weather Service,https://www.weather.gov,15 minutes after the hour,60,"Seattle, Seattle-Tacoma International Airport, WA",KSEA,47.44472,-122.31361,"Last Update on Jan 29 2026, 10:53 am PST","Thu, 29 Jan 2026 10:53:00 -0800",Light Rain,51.1 F (10.6 C),51.1,10.6,74,East at 6.9 MPH (6 KT),East,100,6.9,6,1025.8 mb,1025.8,30.27,43.0 F (6.1 C),43,6.1,10,http://forecast.weather.gov/images/wtf/small/,http://forecast.weather.gov/data/obhistory/KSEA.html,ra.png,http://forecast.weather.gov/data/METAR/KSEA.1.txt,https://www.weather.gov/disclaimer.html,https://www.weather.gov/disclaimer.html,https://www.weather.gov/notice.html,http://www.w3.org/2001/XMLSchema,http://www.w3.org/2001/XMLSchema-instance,1,http://www.weather.gov/view/current_observation.xsd
